,genus_A,genus_B,rho,p
935,Anaerosporobacter,Eubacterium_eligens_group,-0.0394127778496934,0.0
936,Anaerosporobacter,Eubacterium_siraeum_group,-0.0220745178292032,0.05
937,Anaerosporobacter,Faecalibacillus,-0.0298733292857466,0.04
938,Anaerosporobacter,Fusobacterium,-0.0230871997680737,0.05
939,Anaerosporobacter,Hespellia,0.0407404094955839,0.0
940,Anaerosporobacter,Lachnospiracea_incertae_sedis,0.0298946899151152,0.02
941,Anaerosporobacter,Megasphaera,-0.0302278622825148,0.03
942,Anaerosporobacter,Microbacterium,-0.0366414929509279,0.0
943,Anaerosporobacter,Muribaculaceae,-0.0266442078517521,0.03
944,Anaerosporobacter,Muribaculum,-0.0204960073059813,0.04
945,Anaerosporobacter,Neglecta,-0.0273427680090659,0.03
946,Anaerosporobacter,Phocaeicola,0.0469558557343558,0.0
947,Anaerosporobacter,Pseudomonas,-0.0260791085457201,0.03
948,Anaerosporobacter,Roseburia,0.0218765729307204,0.04
949,Anaerosporobacter,Ruminococcus_gnavus_group,-0.0217340331704904,0.05
950,Anaerosporobacter,Ruminococcus2,0.0244778502896048,0.04
951,Anaerosporobacter,UBA1819,0.0315491718646716,0.02
952,Anaerosporobacter,UCG-004,-0.0229470083088821,0.04
953,Anaerosporobacter,UCG-005,-0.0223955202799808,0.05
954,Anaerosporobacter,UCG-009,0.0316943170805925,0.02
955,Anaerostipes,Anaerotruncus,-0.0361555111905678,0.03
956,Anaerostipes,Asinibacterium,0.0214066174104382,0.05
957,Anaerostipes,Bacteroides,0.1030517036692935,0.0
958,Anaerostipes,Barnesiella,-0.0395286304781593,0.01
959,Anaerostipes,Bifidobacterium,0.0697077425523338,0.0
960,Anaerostipes,Blastococcus,-0.037320875770694,0.02
961,Anaerostipes,Blautia,0.1584960004861859,0.0
962,Anaerostipes,Burkholderia,-0.0328427168881559,0.0
963,Anaerostipes,Butyrivibrio,-0.0210497719485321,0.05
964,Anaerostipes,CAG-352,0.0423044583298991,0.0
965,Anaerostipes,Christensenellaceae_R-7_group,-0.0539903708643002,0.0
966,Anaerostipes,Clostridia_UCG-014,-0.0286538256644024,0.0
967,Anaerostipes,Clostridium_sensu_stricto,0.0254310047178482,0.03
968,Anaerostipes,Coprococcus,0.0634730086228404,0.0
969,Anaerostipes,Cutibacterium,-0.0299501935850623,0.01
970,Anaerostipes,Dialister,-0.0482280750337128,0.01
971,Anaerostipes,Dorea,0.0917063112829415,0.0
972,Anaerostipes,Dysosmobacter,0.0242727184289177,0.05
973,Anaerostipes,Ethanoligenens,0.024188522799679,0.04
974,Anaerostipes,Eubacterium_coprostanoligenes_group,-0.0385005751328807,0.01
975,Anaerostipes,Eubacterium_eligens_group,0.0217436073363821,0.05
976,Anaerostipes,Eubacterium_hallii_group,0.0646747113127002,0.0
977,Anaerostipes,Faecalibacterium,0.0840427521588524,0.0
978,Anaerostipes,Faecalitalea,-0.0386812621491982,0.0
979,Anaerostipes,Fusicatenibacter,0.0885935460385867,0.0
980,Anaerostipes,Gemmiger,0.0270529877616264,0.04
981,Anaerostipes,Haemophilus,0.018844865371786,0.05
982,Anaerostipes,Holdemanella,-0.0463470791314365,0.0
983,Anaerostipes,Lachnospira,0.061447459294724,0.0
984,Anaerostipes,Lachnospiraceae_NK4A136_group,-0.0221377430133335,0.03
985,Anaerostipes,Lactobacillus,-0.0316642744730238,0.01
986,Anaerostipes,Mesomycoplasma,0.0176575324056164,0.04
987,Anaerostipes,Microbacterium,-0.0234346217809021,0.04
988,Anaerostipes,Mobiluncus,-0.0285916874133854,0.04
989,Anaerostipes,Muribaculaceae,-0.0384349776729341,0.02
990,Anaerostipes,Paenibacillus,0.0362515382736432,0.0
991,Anaerostipes,Parasutterella,0.0436812427154602,0.0
992,Anaerostipes,Peptoniphilus,-0.0251468201871055,0.0
993,Anaerostipes,Phascolarctobacterium,0.0401142945811955,0.01
994,Anaerostipes,Phocaeicola,0.0365091780131097,0.02
995,Anaerostipes,Phocea,-0.0256675323048581,0.03
996,Anaerostipes,Porphyromonas,-0.0250333757285618,0.04
997,Anaerostipes,Prevotella,-0.0631748670056067,0.0
998,Anaerostipes,Rikenellaceae_RC9_gut_group,-0.0275518725591478,0.03
999,Anaerostipes,Roseburia,0.0785968898684474,0.0
1000,Anaerostipes,Ruminococcus_torques_group,0.0273137649843333,0.02
1001,Anaerostipes,Succinivibrio,-0.0327707006076083,0.01
1002,Anaerostipes,Treponema,-0.024786377825038,0.03
1003,Anaerostipes,Tyzzerella,0.0293719479773669,0.03
1004,Anaerostipes,UBA1819,-0.031299726839057,0.0
1005,Anaerostipes,UCG-002,-0.0561883997289549,0.0
1006,Anaerostipes,UCG-005,-0.0444788362060426,0.0
1007,Anaerotignum,Bacteroides,-0.0337873915143449,0.0
1008,Anaerotignum,Bifidobacterium,-0.0268713289868381,0.02
1009,Anaerotignum,Burkholderia,0.0299368226116849,0.02
1010,Anaerotignum,Christensenellaceae_R-7_group,-0.026955954580474,0.04
1011,Anaerotignum,Clostridia_UCG-014,-0.0454829432557619,0.0
1012,Anaerotignum,Collinsella,-0.0292505234526984,0.02
1013,Anaerotignum,Duncaniella,0.0499308571802085,0.0
1014,Anaerotignum,Dysosmobacter,0.02839758429829,0.05
1015,Anaerotignum,Erysipelotrichaceae_UCG-003,-0.0470215548229011,0.0
1016,Anaerotignum,Escherichia-Shigella,-0.0268807859552079,0.05
1017,Anaerotignum,Eubacterium_coprostanoligenes_group,-0.0306676466222139,0.02
1018,Anaerotignum,Eubacterium_xylanophilum_group,-0.0280050969084624,0.03
1019,Anaerotignum,Faecalibacterium,-0.0271552618715398,0.0
1020,Anaerotignum,Gemmiger,0.0273675480041859,0.04
1021,Anaerotignum,Herbaspirillum,0.0247378164855264,0.03
1022,Anaerotignum,Kosakonia,0.0248061184465106,0.04
1023,Anaerotignum,Lachnobacterium,0.0252122436527482,0.05
1024,Anaerotignum,Lachnospiraceae_NK4A136_group,-0.0320633932244416,0.02
1025,Anaerotignum,Lacrimispora,0.0278653806330185,0.03
1026,Anaerotignum,Lactobacillus,-0.0257962745067995,0.04
1027,Anaerotignum,Mitsuokella,-0.0271981073264647,0.03
1028,Anaerotignum,Murdochiella,-0.0256358355443236,0.01
1029,Anaerotignum,Muribaculaceae,-0.0267753982914956,0.04
1030,Anaerotignum,NK4A214_group,-0.0302992569947352,0.01
1031,Anaerotignum,Peptoniphilus,0.0344326397973931,0.04
1032,Anaerotignum,Phascolarctobacterium,-0.025544603797579,0.01
1033,Anaerotignum,Phocaeicola,0.0407413287801241,0.01
1034,Anaerotignum,Prevotella,0.0268104373963785,0.05
1035,Anaerotignum,Prevotellamassilia,0.0245945055361135,0.04
1036,Anaerotignum,Ruminococcus,-0.0231781026397068,0.03
1037,Anaerotignum,Subdoligranulum,-0.0527223882902385,0.0
1038,Anaerotignum,UCG-002,-0.0270574187776936,0.02
1039,Anaerotignum,Unclassified,-0.0432727467380379,0.0
1040,Anaerotruncus,Bilophila,0.0293067096801197,0.04
1041,Anaerotruncus,Brevundimonas,0.0317089026728596,0.0
1042,Anaerotruncus,Candidatus_Saccharimonas,-0.0224981664210332,0.05
1043,Anaerotruncus,Catenisphaera,0.0230625876087861,0.05
1044,Anaerotruncus,Eisenbergiella,-0.0277170186033623,0.04
1045,Anaerotruncus,Escherichia-Shigella,0.0414222993139332,0.0
1046,Anaerotruncus,Family_XIII_AD3011_group,0.0278346462800166,0.03
1047,Anaerotruncus,Franconibacter,-0.0219337577502835,0.03
1048,Anaerotruncus,Raoultella,-0.0285481969535464,0.02
1049,Anaerotruncus,Romboutsia,0.0254501240782341,0.04
1050,Anaerotruncus,Ruminococcus,-0.0377408591386783,0.0
1051,Anaerotruncus,Solobacterium,0.0314086562193102,0.03
1052,Anaerotruncus,Subdoligranulum,-0.0220423745469513,0.05
1053,Anaerotruncus,UCG-002,0.0261827914180771,0.03
1054,Anaerotruncus,UCG-005,0.0293540605453421,0.05
1055,Anaerotruncus,Veillonella,-0.0246155458972886,0.02
1056,Aquabacterium,Bacteroides,-0.0232602277347999,0.05
1057,Aquabacterium,Blastococcus,-0.0313106469763051,0.02
1058,Aquabacterium,Burkholderia,0.0470625179535463,0.0
1059,Aquabacterium,Butyricicoccus,-0.0265025048033285,0.0
1060,Aquabacterium,Campylobacter,0.0267909367903141,0.03
1061,Aquabacterium,Coprococcus,-0.0430293829066996,0.0
1062,Aquabacterium,Defluviitaleaceae_UCG-011,0.0230965303230888,0.05
1063,Aquabacterium,Dorea,-0.0257661355845086,0.04
1064,Aquabacterium,Ercella,-0.0249055113093436,0.03
1065,Aquabacterium,Eubacterium_coprostanoligenes_group,-0.0450784586839168,0.0
1066,Aquabacterium,Gemella,-0.0260349532500425,0.0
1067,Aquabacterium,Kineothrix,0.0331245071964391,0.01
1068,Aquabacterium,Lachnospiraceae_UCG-006,0.0292114269815241,0.02
1069,Aquabacterium,Ligilactobacillus,0.0366928695437111,0.01
1070,Aquabacterium,Oxobacter,-0.0227917429264524,0.04
1071,Aquabacterium,Pseudescherichia,0.0363577658855258,0.0
1072,Aquabacterium,Sellimonas,0.0303423375136649,0.03
1073,Aquabacterium,Tyzzerella,-0.0329112707998869,0.02
1074,Aquabacterium,UCG-004,0.021308733675577,0.02
1075,Asinibacterium,Candidatus_Saccharimonas,-0.0209014774293369,0.05
1076,Asinibacterium,Clostridium_IV,-0.0169803131902384,0.05
1077,Asinibacterium,Clostridium_sensu_stricto_1,-0.0218164480384166,0.03
1078,Asinibacterium,Clostridium_XlVa,0.0320192509953462,0.01
1079,Asinibacterium,Desulfotomaculum,-0.0293084038463154,0.0
1080,Asinibacterium,Dorea,-0.0334446341933412,0.01
1081,Asinibacterium,Elusimicrobium,-0.0223905508976978,0.05
1082,Asinibacterium,Enterococcus,0.0233863666694674,0.04
1083,Asinibacterium,Eubacterium_coprostanoligenes_group,-0.0223722384391361,0.02
1084,Asinibacterium,Faecalibacillus,-0.0247377750183946,0.05
1085,Asinibacterium,Odoribacter,-0.030992074037043,0.02
1086,Asinibacterium,Psychroflexus,-0.0406153701032133,0.0
1087,Asinibacterium,Rikenellaceae_RC9_gut_group,-0.0342569766486656,0.02
1088,Asinibacterium,Ruminococcus_gauvreauii_group,0.0226546944274914,0.04
1089,Asinibacterium,Streptomyces,0.0252572061353028,0.03
1090,Asinibacterium,Tindallia,-0.0216506260281147,0.04
1091,Asteroleplasma,Bacteroides,-0.0203605305973634,0.04
1092,Asteroleplasma,Coriobacteriaceae_UCG-003,0.026646547015927,0.02
1093,Asteroleplasma,Desulfotomaculum,-0.0276160054125705,0.02
1094,Asteroleplasma,Dorea,-0.0276243340794368,0.04
1095,Asteroleplasma,Eubacterium_hallii_group,-0.0221471956954582,0.02
1096,Asteroleplasma,Fusobacterium,-0.0297946557741896,0.02
1097,Asteroleplasma,Incertae_Sedis,-0.024019317685865,0.05
1098,Asteroleplasma,Intestinibacter,0.0234470011410364,0.04
1099,Asteroleplasma,Kosakonia,0.0294788579585143,0.03
1100,Asteroleplasma,Mediterraneibacter,0.0222619335744916,0.05
1101,Asteroleplasma,Mesomycoplasma,-0.0319158956017084,0.0
1102,Asteroleplasma,Metaprevotella,-0.0333706264975445,0.02
1103,Asteroleplasma,Nubsella,0.0194895481877405,0.03
1104,Asteroleplasma,Oxobacter,-0.0280948797935976,0.04
1105,Asteroleplasma,Peptoclostridium,0.0283224891577603,0.04
1106,Asteroleplasma,Romboutsia,-0.020491975794708,0.05
1107,Asteroleplasma,Ruminococcaceae,-0.0247509309110095,0.05
1108,Asteroleplasma,Sphingomonas,-0.0255678671425519,0.03
1109,Asteroleplasma,Stenotrophomonas,0.0227185550064122,0.03
1110,Asteroleplasma,Streptobacillus,-0.02519848237288,0.03
1111,Asteroleplasma,Tissierella,-0.0220167675367953,0.04
1112,Asteroleplasma,Varibaculum,0.0279490733567232,0.04
1113,Atlantibacter,Blautia,-0.0295107698395206,0.02
1114,Atlantibacter,Butyricicoccus,0.0260455911774019,0.04
1115,Atlantibacter,Colidextribacter,0.0229924568219907,0.05
1116,Atlantibacter,Dialister,0.0241386081704879,0.04
1117,Atlantibacter,Duganella,-0.0201601094246174,0.05
1118,Atlantibacter,Eubacterium_ventriosum_group,-0.0401198077620715,0.0
1119,Atlantibacter,Gardnerella,-0.0226208700718703,0.01
1120,Atlantibacter,Herbaspirillum,-0.0370593285352753,0.0
1121,Atlantibacter,Intestinibacter,-0.0230482539249992,0.04
1122,Atlantibacter,Kineothrix,-0.0214930425846759,0.05
1123,Atlantibacter,Knoellia,0.0352905267984547,0.0
1124,Atlantibacter,Lachnospira,-0.0206908916067417,0.05
1125,Atlantibacter,Lachnospiraceae_UCG-006,-0.0255395435171501,0.03
1126,Atlantibacter,Lactobacillus,0.0197097217095393,0.04
1127,Atlantibacter,Mediterraneibacter,-0.0245940426293729,0.02
1128,Atlantibacter,Megamonas,-0.024892232378933,0.05
1129,Atlantibacter,Mucispirillum,-0.0251561473696725,0.02
1130,Atlantibacter,Nesterenkonia,-0.0233701557264716,0.02
1131,Atlantibacter,Prevotella,0.0240896119998246,0.04
1132,Atlantibacter,Prevotellaceae_Ga6A1_group,-0.0298655321682438,0.01
1133,Atlantibacter,Streptococcus,-0.0308909021745583,0.0
1134,Atlantibacter,Streptomyces,-0.0223645857369453,0.04
1135,Atlantibacter,Treponema,0.0448516347195562,0.0
1136,Atlantibacter,Unclassified,-0.0281011271129797,0.01
1137,Bacillus,Bacteroides,-0.0330841259352162,0.03
1138,Bacillus,Blautia,-0.0324297044270153,0.01
1139,Bacillus,Burkholderia,0.0241451080157536,0.03
1140,Bacillus,Burkholderia-Caballeronia-Paraburkholderia,0.0288044638291951,0.01
1141,Bacillus,Caproiciproducens,0.0317420945224132,0.01
1142,Bacillus,Cellulosilyticum,0.0219519183096424,0.02
1143,Bacillus,Clostridium_sensu_stricto_1,0.0344870966649579,0.03
1144,Bacillus,Colidextribacter,0.0301564656756754,0.01
1145,Bacillus,Desulfovibrio,0.0249933713434937,0.04
1146,Bacillus,Duganella,0.0233482794738578,0.03
1147,Bacillus,Eubacterium_brachy_group,0.0280106833724651,0.03
1148,Bacillus,Fusicatenibacter,-0.0248171935306539,0.02
1149,Bacillus,Lachnospiraceae_ND3007_group,-0.0210325686326555,0.05
1150,Bacillus,Lachnotalea,0.0213479411381315,0.05
1151,Bacillus,Millionella,-0.0306916493812733,0.02
1152,Bacillus,Odoribacter,0.0263704842330566,0.04
1153,Bacillus,Pyramidobacter,0.0263861126252186,0.01
1154,Bacillus,Romboutsia,0.0258871467850591,0.03
1155,Bacillus,Roseomonas,-0.0258386785230326,0.05
1156,Bacillus,Streptobacillus,0.0352237622289046,0.03
1157,Bacillus,Streptococcus,-0.0343007734604871,0.01
1158,Bacillus,Tannerella,0.0347895036364186,0.01
1159,Bacillus,UBA1819,0.0224021263913045,0.05
1160,Bacillus,UCG-004,-0.0264664954186386,0.05
1161,Bacteroides,Barnesiella,0.0687039639698347,0.0
1162,Bacteroides,Blautia,0.1488218742923398,0.0
1163,Bacteroides,Bradymonadales,-0.0233329400113895,0.05
1164,Bacteroides,Burkholderia,-0.1802917852573021,0.0
1165,Bacteroides,Butyricicoccus,0.0719031502844171,0.0
1166,Bacteroides,Butyricimonas,0.0307525377231115,0.03
1167,Bacteroides,Butyrivibrio,-0.036081457630327,0.02
1168,Bacteroides,CAG-352,0.0236073656417607,0.04
1169,Bacteroides,CAG-56,0.0507979923834833,0.0
1170,Bacteroides,CAG-873,-0.0267415156090806,0.03
1171,Bacteroides,Candidatus_Saccharimonas,-0.0263198222527181,0.03
1172,Bacteroides,Catenibacterium,-0.1231367463516114,0.0
1173,Bacteroides,Christensenellaceae_R-7_group,-0.0818901747656724,0.0
1174,Bacteroides,Clostridia_UCG-014,-0.0463412556434421,0.0
1175,Bacteroides,Colidextribacter,0.0340737393668109,0.04
1176,Bacteroides,Collinsella,-0.0577708975569843,0.0
1177,Bacteroides,Coprococcus,0.0386784103642822,0.0
1178,Bacteroides,Cronobacter,-0.0207474517201189,0.04
1179,Bacteroides,Defluviitaleaceae_UCG-011,-0.0202732469224012,0.04
1180,Bacteroides,Dialister,-0.0662475387914282,0.0
1181,Bacteroides,Duncaniella,-0.0726396174035806,0.0
1182,Bacteroides,Elusimicrobium,-0.019557032662732,0.03
1183,Bacteroides,Enterococcus,-0.037464114081415,0.0
1184,Bacteroides,Erysipelotrichaceae_UCG-003,0.0298299864224746,0.01
1185,Bacteroides,Eubacterium_coprostanoligenes_group,-0.0803717841423005,0.0
1186,Bacteroides,Eubacterium_hallii_group,0.0921268585720784,0.0
1187,Bacteroides,Eubacterium_siraeum_group,0.030944257566204,0.01
1188,Bacteroides,Eubacterium_ventriosum_group,0.0452451017472816,0.0
1189,Bacteroides,Faecalibacterium,0.1285350131474336,0.0
1190,Bacteroides,Fournierella,-0.0228664349705636,0.04
1191,Bacteroides,Fusicatenibacter,0.0862938858968436,0.0
1192,Bacteroides,Gardnerella,-0.0248803122016754,0.02
1193,Bacteroides,Haemophilus,0.0423740249353651,0.02
1194,Bacteroides,Herbinix,-0.0375638472478406,0.02
1195,Bacteroides,Holdemanella,-0.0771035084565793,0.0
1196,Bacteroides,Intestinibacter,0.0308640312307093,0.02
1197,Bacteroides,Kineothrix,-0.0293054235415329,0.01
1198,Bacteroides,Lachnoclostridium,0.0774995139186685,0.0
1199,Bacteroides,Lachnospira,0.0772896783490053,0.0
1200,Bacteroides,Lachnospiraceae_ND3007_group,0.0415576742586523,0.0
1201,Bacteroides,Lachnospiraceae_NK4A136_group,0.0720350559809507,0.0
1202,Bacteroides,Lachnospiraceae_UCG-001,0.040740071795803,0.01
1203,Bacteroides,Lachnospiraceae_UCG-004,0.0397100490226414,0.0
1204,Bacteroides,Lachnotalea,0.0451071213196025,0.0
1205,Bacteroides,Lacrimispora,-0.0297302596074891,0.02
1206,Bacteroides,Lactobacillus,-0.0778851717689132,0.0
1207,Bacteroides,Leuconostoc,-0.0245251063130175,0.05
1208,Bacteroides,Ligilactobacillus,-0.0360927278088197,0.0
1209,Bacteroides,Metaprevotella,-0.0376420783752988,0.02
1210,Bacteroides,Methylobacterium,-0.0279938797796126,0.01
1211,Bacteroides,Millionella,-0.0354893478251291,0.0
1212,Bacteroides,Monoglobus,0.0277005199387599,0.04
1213,Bacteroides,Mucispirillum,-0.0356891353840938,0.0
1214,Bacteroides,Murdochiella,-0.0225820942893315,0.05
1215,Bacteroides,Muribaculum,-0.0304044014146109,0.01
1216,Bacteroides,Negativibacillus,0.0232193435931432,0.05
1217,Bacteroides,Neglecta,-0.0254364712001304,0.04
1218,Bacteroides,Nubsella,-0.0318553131221974,0.02
1219,Bacteroides,Odoribacter,0.0771538713403425,0.0
1220,Bacteroides,Parabacteroides,0.1820965900578101,0.0
1221,Bacteroides,Paramuribaculum,-0.0337403895714088,0.0
1222,Bacteroides,Paraprevotella,0.0364661620407789,0.01
1223,Bacteroides,Peptostreptococcus,-0.0257440137007071,0.05
1224,Bacteroides,Phascolarctobacterium,0.0892600386905993,0.0
1225,Bacteroides,Prevotella,-0.2392908019559698,0.0
1226,Bacteroides,Prevotellaceae_NK3B31_group,0.0281654905982116,0.04
1227,Bacteroides,Prevotellaceae_UCG-001,0.032687988278189,0.02
1228,Bacteroides,Pseudescherichia,-0.0962757879946884,0.0
1229,Bacteroides,Rikenellaceae_RC9_gut_group,-0.0565287813396532,0.0
1230,Bacteroides,Roseburia,0.1792758372745816,0.0
1231,Bacteroides,Ruminococcus,0.0936047981490732,0.0
1232,Bacteroides,Ruminococcus_gnavus_group,0.0522767222711375,0.0
1233,Bacteroides,Ruminococcus_torques_group,0.0294471507607661,0.01
1234,Bacteroides,Senegalimassilia,-0.0233023879612343,0.03
1235,Bacteroides,Solobacterium,-0.0286841706471792,0.04
1236,Bacteroides,Streptococcus,-0.0385626970180977,0.02
1237,Bacteroides,Subdoligranulum,0.0490267946363832,0.0
1238,Bacteroides,Succinivibrio,-0.0581357260007397,0.0
1239,Bacteroides,Sutterella,0.0934473549985829,0.0
1240,Bacteroides,Tyzzerella,0.0499341950618578,0.0
1241,Bacteroides,UBA1819,-0.0265146647483108,0.03
1242,Bacteroides,UCG-002,-0.0395144298085273,0.0
1243,Bacteroides,UCG-003,0.0216191464923758,0.04
1244,Bacteroides,UCG-004,-0.0306360146156155,0.04
1245,Bacteroides,UCG-010,-0.032956210564761,0.0
1246,Bacteroides,Varibaculum,-0.023835047549934,0.03
1247,Bacteroides,Unclassified,0.0639294219294843,0.0
1248,Bacteroides_pectinophilus_group,Barnesiella,0.0244786006940209,0.04
1249,Bacteroides_pectinophilus_group,Burkholderia-Caballeronia-Paraburkholderia,-0.0379449960870865,0.0
1250,Bacteroides_pectinophilus_group,Clostridia_vadinBB60_group,0.0218528017098155,0.05
1251,Bacteroides_pectinophilus_group,Elusimicrobium,0.0234935500244342,0.03
1252,Bacteroides_pectinophilus_group,Enterobacter,0.0274004408804759,0.04
1253,Bacteroides_pectinophilus_group,Ethanoligenens,-0.0249372548341293,0.04
1254,Bacteroides_pectinophilus_group,Faecalibacillus,0.0211950437063024,0.03
1255,Bacteroides_pectinophilus_group,Fenollaria,-0.0202742110686335,0.05
1256,Bacteroides_pectinophilus_group,Franconibacter,-0.0264327972209589,0.01
1257,Bacteroides_pectinophilus_group,Intestinibacter,-0.0261866687594902,0.01
1258,Bacteroides_pectinophilus_group,Klebsiella,-0.0187717968894179,0.05
1259,Bacteroides_pectinophilus_group,Lachnospiraceae_UCG-006,0.0256465139224141,0.05
1260,Bacteroides_pectinophilus_group,Megasphaera,0.0181189711728762,0.05
1261,Bacteroides_pectinophilus_group,Paenibacillus,0.0219073592269182,0.05
1262,Bacteroides_pectinophilus_group,Parasutterella,-0.0266230761619803,0.03
1263,Bacteroides_pectinophilus_group,Ruminococcus_gnavus_group,-0.022791502191715,0.05
1264,Bacteroides_pectinophilus_group,Sellimonas,0.0277271117084541,0.02
1265,Bacteroides_pectinophilus_group,Weissella,0.0251709130682317,0.03
1266,Barnesiella,Bifidobacterium,-0.04764032780596,0.0
1267,Barnesiella,Brevundimonas,0.0258794784463973,0.01
1268,Barnesiella,Butyricicoccus,-0.0415363667411241,0.0
1269,Barnesiella,Clostridia_UCG-014,0.0280844356138236,0.03
1270,Barnesiella,Clostridium_XlVb,-0.0272633632075514,0.02
1271,Barnesiella,Colidextribacter,-0.0370753285442794,0.02
1272,Barnesiella,Coprobacter,0.0195679346925164,0.05
1273,Barnesiella,Coprococcus,-0.0230517447173453,0.04
1274,Barnesiella,Cutibacterium,0.0354865574541278,0.03
1275,Barnesiella,Dialister,0.0482308059710501,0.01
1276,Barnesiella,Dorea,-0.0367712382548021,0.01
1277,Barnesiella,Eubacterium_brachy_group,0.0257805708069065,0.03
1278,Barnesiella,Eubacterium_eligens_group,-0.039244894170078,0.02
1279,Barnesiella,Faecalibacterium,-0.0269601402269228,0.01
1280,Barnesiella,Fenollaria,0.0481689608249469,0.01
1281,Barnesiella,Fusobacterium,-0.0378984763179438,0.0
1282,Barnesiella,Gemella,-0.0257382150046607,0.02
1283,Barnesiella,Holdemanella,-0.0398392046359894,0.01
1284,Barnesiella,Intestinibacter,0.0232360370525442,0.05
1285,Barnesiella,Knoellia,0.0253014214661823,0.01
1286,Barnesiella,Lachnospira,-0.058601127825865,0.0
1287,Barnesiella,Lachnospiraceae_NK4A136_group,0.0380528426880169,0.0
1288,Barnesiella,Mobiluncus,0.0308044970014449,0.03
1289,Barnesiella,Negativibacillus,-0.0281770876728586,0.03
1290,Barnesiella,NK4A214_group,0.0344566224179062,0.01
1291,Barnesiella,Odoribacter,0.0532336411206109,0.0
1292,Barnesiella,Oscillibacter,0.0376809989563893,0.0
1293,Barnesiella,Parabacteroides,0.0362799815101683,0.01
1294,Barnesiella,Parasutterella,-0.0328607075834822,0.01
1295,Barnesiella,Phocaeicola,0.0253442392197909,0.04
1296,Barnesiella,Porphyromonas,0.0506353441005653,0.0
1297,Barnesiella,Prevotellaceae_UCG-001,0.0281794276939992,0.03
1298,Barnesiella,Prevotellaceae_UCG-003,-0.0264910091292077,0.04
1299,Barnesiella,Roseburia,-0.0384944756538311,0.0
1300,Barnesiella,Ruminococcus,0.0259832978561139,0.05
1301,Barnesiella,Ruminococcus_gnavus_group,-0.0273059791357632,0.02
1302,Barnesiella,Ruminococcus_torques_group,-0.0285972125672606,0.03
1303,Barnesiella,Ruminococcus2,0.0245261761271693,0.03
1304,Barnesiella,Ruthenibacterium,-0.0250152823095831,0.03
1305,Barnesiella,Senegalimassilia,-0.0288568193914481,0.02
1306,Barnesiella,Serratia,0.0373248189159927,0.0
1307,Barnesiella,Sphingomonas,0.024031966459667,0.05
1308,Barnesiella,Terrisporobacter,0.0301611718156808,0.01
1309,Barnesiella,Turicibacter,0.0319120372035169,0.01
1310,Barnesiella,UCG-005,0.0264436885196753,0.04
1311,Barnesiella,Veillonella,-0.0248462214107238,0.04
1312,Barnesiella,Unclassified,-0.025230785101298,0.02
1313,Beduinibacterium,Bradyrhizobium,0.0233488325104206,0.04
1314,Beduinibacterium,Brevundimonas,0.02133898833952,0.03
1315,Beduinibacterium,Clostridia_vadinBB60_group,0.0235161780365619,0.04
1316,Beduinibacterium,Cuneatibacter,-0.0241578528672278,0.05
1317,Beduinibacterium,Delftia,0.021943451279647,0.04
1318,Beduinibacterium,Dysosmobacter,-0.0265278591960457,0.0
1319,Beduinibacterium,Eubacterium_coprostanoligenes_group,0.0304590386767293,0.02
1320,Beduinibacterium,Granulicatella,-0.0254811013881224,0.05
1321,Beduinibacterium,Incertae_Sedis,-0.0335965231806101,0.02
1322,Beduinibacterium,Lactococcus,-0.0320856433798941,0.01
1323,Beduinibacterium,Muribaculum,0.0243551802946838,0.05
1324,Beduinibacterium,Negativibacillus,0.0256537689239187,0.03
1325,Beduinibacterium,NK4A214_group,-0.0253301651545307,0.0
1326,Beduinibacterium,Pararhizobium,-0.0423565304902116,0.01
1327,Beduinibacterium,Ralstonia,-0.0217343522324753,0.04
1328,Beduinibacterium,Ruminococcus2,-0.0331391699596827,0.03
1329,Beduinibacterium,Schaedlerella,-0.0233195858140469,0.03
1330,Beduinibacterium,UBA1819,0.0324573683615119,0.01
1331,Beduinibacterium,UCG-009,-0.0292296305043618,0.0
1332,Beduinibacterium,Weissella,-0.0379209120634262,0.0
1333,Bifidobacterium,Blautia,0.0948755639295827,0.0
1334,Bifidobacterium,Butyricicoccus,0.0469826497463944,0.0
1335,Bifidobacterium,Butyrivibrio,-0.0531966376940446,0.0
1336,Bifidobacterium,Campylobacter,-0.0421239824431045,0.0
1337,Bifidobacterium,Catenibacterium,-0.0373996445289549,0.0
1338,Bifidobacterium,Cellulosilyticum,0.0251993756439511,0.05
1339,Bifidobacterium,Clostridia_UCG-014,-0.0216158713506807,0.05
1340,Bifidobacterium,Collinsella,0.0585683358831857,0.0
1341,Bifidobacterium,Cronobacter,-0.037062154307624,0.0
1342,Bifidobacterium,Cuneatibacter,-0.0250721303406796,0.02
1343,Bifidobacterium,Cutibacterium,-0.0257297511073068,0.02
1344,Bifidobacterium,Dorea,0.0287855059161346,0.02
1345,Bifidobacterium,Dysosmobacter,-0.0261798510571621,0.05
1346,Bifidobacterium,Enterocloster,-0.0399164452727619,0.0
1347,Bifidobacterium,Erysipelotrichaceae_UCG-003,0.0502577862150898,0.0
1348,Bifidobacterium,Escherichia-Shigella,0.1402798502073479,0.0
1349,Bifidobacterium,Eubacterium_coprostanoligenes_group,0.0389109573242503,0.01
1350,Bifidobacterium,Eubacterium_eligens_group,0.0723247542780796,0.0
1351,Bifidobacterium,Eubacterium_hallii_group,0.0700219176042223,0.0
