,feature,mean clr,std clr
0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales_400645;f__Streptomycetaceae_400641;g__Streptomyces_400150,-10.22844791489938,2.1833244899020885
169,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Soleaferrea,0.1886870151006234,0.3350126625973218
170,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Pararoseburia,0.19874320510062338,0.35354956949772065
171,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E,0.20818393510062358,0.3060376971171271
172,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella,0.21221897210062327,0.34024404917134043
173,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Peptostreptococcales;f__Peptostreptococcaceae_256921;g__Romboutsia_B,0.21547000510062336,0.292407477456121
174,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Ellagibacter,0.2308070811006233,0.2647595944594411
175,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales_A_650611;f__Pseudomonadaceae;g__Pseudomonas_E_647464,0.24000560079062336,0.5258839671396515
176,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,0.2456740651006235,0.23372316973657398
177,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Muricoprocola,0.24876475510062346,0.26881086117969444
178,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae_42771;g__Anaerovibrio,0.25169651910062346,0.38726385466467667
179,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A_141781,0.26431017510062343,0.2138112718370567
180,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76,0.2793549721006233,0.3875661537452814
181,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84_512864;f__Rs-D84;g__Enterousia,0.2852704960006235,0.45019744484391727
182,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas,0.2911493151006234,0.2957961454336258
183,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,0.2916018651006234,0.28302066197208364
184,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Porcincola,0.29413393710062335,0.21414412869794713
185,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium,0.2964342651006234,0.2717159384911112
186,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella,0.33230903710062343,0.34160127769092924
187,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__CAG-274;g__CAG-274,0.3345453251006234,0.5405144760710638
188,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488,0.3350655661006235,0.37051641940595015
189,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A_595427;g__Duodenibacillus,0.33610230710062344,0.3219182473133296
190,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Oscillibacter,0.34169251810062334,0.597994895706007
191,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger_A_73129,0.3469914651006233,0.22585985148242907
192,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia,0.34898238710062335,0.3528062742305228
193,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum,0.3523033351006233,0.19854777135568275
194,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Dysosmobacter,0.3557099551006235,0.19929164383469922
195,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia,0.3569855881006234,0.3934924226779437
196,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-710,0.36253186210062327,0.4011208857812849
197,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus,0.3681774410006231,0.4992945462448392
198,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6382,0.37232833410062355,0.3984613853573628
199,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Caccousia,0.3755494741006234,0.8067440450281654
200,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter,0.3762836751006233,0.27024724823223306
201,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA2903,0.38444615910062363,0.46033521247501147
202,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus,0.38594347410062324,0.6048741687543041
203,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella,0.3937028411006231,0.2685600466605601
204,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola,0.4050552711006234,0.3167343761624834
205,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UBA6985,0.4098993591006233,0.4860039919047913
206,d__Bacteria;p__Bacillota_B_370539;c__Peptococcia_369891;o__Peptococcales_369891;f__Peptococcaceae_369362;g__Peptococcus,0.41304050310062324,0.34384758457947845
207,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus,0.4150388393856235,0.3172390387367972
208,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B,0.4221618351006233,0.2170930052384601
209,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__,0.42662268510062357,0.6084089468056881
210,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__WRMH01,0.43089293790062333,0.4045298690746407
211,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UBA3789,0.43233898760062334,0.39766057105629504
212,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-914,0.43278954410062326,0.8449716913802026
213,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella,0.45003327510062346,0.20723469333704447
214,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,0.4524454641006234,0.2296275127602146
215,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Monoglobales;f__Monoglobaceae;g__Monoglobus,0.4535238351906232,0.6430554358982323
216,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales_A_641030;f__Halomonadaceae_641030;__,0.45731918110062353,0.5751323680511906
217,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A_141893,0.4583086911006234,0.2746139273460619
218,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632,0.4583893626006234,0.36306971471366695
219,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791,0.4686641476006234,0.38233837718075503
220,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_737866;f__Pasteurellaceae;g__Haemophilus_A,0.4745422819006235,0.5350765763816536
221,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium_O_258270,0.47498725610062353,0.6316248342736249
222,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus,0.4754635841006234,0.27481149910509167
223,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP_143938,0.4756070487006233,0.6036435883392516
224,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A,0.4785439281006236,0.276743358764307
225,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter_164117,0.48730952610062345,0.2767560090125825
226,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Scatomonas,0.4911903901006234,0.33441913681499313
227,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus,0.4966153261006231,0.3030434869111415
228,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus,0.5000062294106232,0.5489518938715463
229,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C_59129,0.5078739152006233,0.31792313553106905
230,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Pygmaiobacter,0.5105611091006236,0.2991653191010011
231,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter_A_155590,0.5163703481006234,0.30283473218707285
232,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Metaruminococcus_A,0.5173222251006235,0.4553042548772075
233,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__Spyradenecus,0.5186007954006234,0.2806467885862429
234,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia,0.5430869001006233,0.2603169132621928
235,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__ML615J-28;f__CAG-313;g__CAG-313,0.5433078608006232,0.3245031533605791
236,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;__,0.5441416364306232,0.33689601100949534
237,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Faecenecus,0.5522220718006235,0.7620028360399268
238,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Hominicoprocola,0.5565869121006234,0.2525731336642451
239,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus,0.5604384790006233,0.4671385224520308
240,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus,0.5610637106006233,0.5128880066654737
241,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A_51961,0.5692789191006234,0.29823969502351955
242,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;__,0.5845693473491235,0.28901744527146783
243,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Jutongia,0.5890855501006234,0.37579038359497213
244,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Acholeplasmatales;f__Anaeroplasmataceae;g__CAG-307,0.5979353012006233,0.38268724710876434
245,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__DSM-8532;f__;g__,0.5989083875006236,0.6825177558555303
246,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AI_183214,0.6178617161006233,0.43593661020047625
247,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Peptostreptococcales;f__Peptostreptococcaceae_256921;g__Terrisporobacter,0.6198860571006235,0.3242782099295374
248,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Christensenellales;f__Aristaeellaceae;g__,0.6228449846006234,0.25681668436915145
249,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194,0.6247278818006234,0.32645307547166286
250,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus,0.6311078311006233,0.18819612140602035
251,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter_164119,0.6344631301006234,0.6009304542877412
252,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacterium,0.6375811312606234,0.5960350118552243
253,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Christensenellales;f__Pumilibacteraceae;g__,0.6416174021006236,0.2955892410509572
254,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hominibacterium,0.6430759510006233,0.46533941603592266
255,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Solibaculum,0.6517458877006237,0.4270415430100783
256,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__COE1,0.6632700451006235,0.2762664579441478
257,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Allisonella,0.6696790501006232,0.32507838329619604
258,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Christensenellales;f__Aristaeellaceae;g__Onthenecus,0.6709051101006233,0.24847260812338265
259,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__RUG762,0.6752249871006231,0.25798465844830093
260,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__TANB77;f__CAG-508;g__CAG-793,0.6762445511006239,0.4380842681005109
261,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola_A,0.6763236961006234,0.31859356231205577
262,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111,0.6791448285006234,0.34227957869475595
263,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales_A_660879;f__Moraxellaceae;g__Acinetobacter,0.6814702291006234,0.6848569735025881
264,d__Bacteria;p__Cyanobacteriota;c__Chloroplast;o__;f__;g__,0.6847151969006233,0.4006839994416908
265,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger_A_73276,0.6862011781006232,0.2836277442975398
266,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum,0.6897366162006232,0.23846933002667361
267,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Huintestinicola,0.7081349811006235,0.31968014848212495
268,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C_58660,0.7108268850006236,0.24940050131077116
269,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA636,0.7178440148906233,0.31865414598601755
270,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_F,0.7220110419006233,0.36530654345322516
271,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum_189163,0.7297920421006232,0.274231147400719
272,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Tissierellales;f__Peptoniphilaceae;g__Fenollaria,0.7305235051606235,0.6339203269870548
273,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Petralouisia,0.7359701108006231,0.36376907172100653
274,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium,0.7384050564006235,0.35074850122691914
275,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS1449,0.7441922471006234,0.35220442292708576
276,d__Bacteria;p__Patescibacteria;__;__;__;__,0.7472413681006235,0.280557382452941
277,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia_984208;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Avelusimicrobium,0.7490728818006229,0.42063818212608284
278,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510,0.7494571108006237,0.31836135295745255
279,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A_595421;g__Oxalobacter,0.7506781095506233,0.23823288327363992
280,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium_A,0.7510639663006237,0.37591546258396585
281,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__UBA946,0.7548225777006237,0.5057815127334981
282,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;__,0.756995461700623,0.2377617612923221
283,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Anaerotignaceae;g__,0.7592243927006236,0.19500176352968926
284,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor,0.7597376387006234,0.20442763697306973
285,d__Bacteria;p__Campylobacterota_A;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B,0.7630241331006233,0.6657168529027535
286,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus,0.7639216621006232,0.35588162143700053
287,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria_563205,0.7775158441006237,0.3127607322459128
288,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter,0.7776091591006233,0.29823584856385005
289,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens,0.7790311599006232,0.2246015454037695
290,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__TANB77;f__CAG-508;g__,0.779533694400623,0.3185576455039714
291,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Onthocola_B,0.7822450557006231,0.266528526523621
292,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Paludihabitans,0.7885473631006237,0.2650486573294393
293,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Limivicinus,0.7898049325906237,0.2522916364614711
294,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Papillibacter,0.7953441651006231,0.28771274524027723
295,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737,0.7993712856206239,0.2520650618852332
296,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__Merdousia,0.7998766430006232,0.4465242601867409
297,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ,0.8014963486006232,0.45737720231236356
298,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__TANB77;f__CAG-508;g__Merdicola,0.8105548527006229,0.4068064565814344
299,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens,0.8130580721006236,0.2212332566394411
300,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__MOL361;f__Turicibacteraceae;g__Turicibacter,0.8173613050006234,0.2829517918482184
301,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA2813,0.817499090600623,0.4654675725868961
302,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Lactobacillales;f__Lactobacillaceae;__,0.8208123806006232,0.5891258498397611
303,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Peptostreptococcales;f__Filifactoraceae;g__,0.8235956778806234,0.45873270911318353
304,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__Spyradosoma,0.8250684731006233,0.6795854047026799
305,d__Bacteria;p__Desulfobacterota_G_459543;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio_446353,0.8313984411006232,0.30755106204915417
306,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Christensenellales;f__Aristaeellaceae;__,0.8325985426006237,0.30934736089276405
307,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_A_166204,0.837765751600623,0.23114393581400927
308,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__UBA929;g__WRAI01,0.8390151810006234,0.3766964078510137
309,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__TANB77;f__CAG-508;__,0.8454338112006234,0.3481324876245942
310,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia,0.8542923752006231,0.6702631780947594
311,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Wujia,0.8644887448006234,0.3053670142645222
312,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__,0.8684694135006238,0.5251585299206243
313,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Laedolimicola,0.8694859892006233,0.1473377649723321
314,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;__,0.8713426107006238,0.31616665119635157
315,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410,0.8794212087206236,0.3786289688272507
316,d__Bacteria;p__Campylobacterota_A;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D,0.8818881494006233,0.39861045506410414
317,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__RUG12783,0.9079932363006236,0.47261638632053604
318,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Monoglobales;f__Monoglobaceae;g__Ructibacterium,0.9099654358606234,0.2807038968763892
319,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-288;g__Scatoplasma,0.9124808853006229,0.2851831266544721
320,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259,0.9135090547006235,0.2761292096750494
321,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__CAG-272;g__QALR01,0.9303767467006234,0.3401678384967184
322,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__CAG-382;g__SFLA01,0.9332588391006236,0.21345475792598817
323,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_737866;f__Succinivibrionaceae;g__WG-1,0.9358129461006232,0.42990453528202915
324,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,0.9362218762006236,0.2651186275977185
325,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Christensenellales;f__CAG-138;g__PeH17,0.9376222050006237,0.23728747864023456
326,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia,0.9455464726006239,0.3931698775275936
327,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_N_179645,0.9514774333006234,0.529443440428155
328,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Marseille-P2935,0.9627388334006234,0.4141771196377396
329,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Massilioclostridium,0.9659665092006232,0.40746366453997424
330,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196,0.9686388218906232,0.3406283417353357
331,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__;f__;g__,0.9690032657006239,0.2944572784739869
332,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;__;__;__,0.9714959097006236,0.5261550015553202
333,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Faecisoma,0.9733409754006229,0.3899053070850431
334,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F,0.9762527890006233,0.28430424963023954
335,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__ML615J-28;f__CAG-698;g__UBA2253,0.9782338377006237,0.438483199489753
336,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_737866;f__Pasteurellaceae;__,0.9784665997006233,0.3155785638336912
337,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus_B,0.9788626572006236,0.7536475987576874
338,d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum_73741,0.9804755364106233,0.4152160888129381
